title,coffee_type,rating,reviews,seller_name,thumbnail,price,weight,weight_formatted_to_gramms
"caf bustelo, espresso style dark roast coffee, keurig k-cup pods 24 ct.","espresso,dark roast",4.7,1245,walmart.com,https://i5.walmartimages.com/asr/bf0352aa-0327-4718-833a-1c948a098b05_1.e50f4eaea582b607d37a5ada27f44d81.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 c,680.4
"starbucks veranda blend, starbucks blonde roast k-cup coffee pods, 100% arabica, 22 ct​","blonde roast,arabica",4.6,1824,walmart.com,https://i5.walmartimages.com/asr/7e5eaab5-bf74-4bd6-b572-4697b1646c71.a4a44ad5dc3510b0d96a2b0b95566d0e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,0,22 c,623.7
"french market medium-dark roast ground chicory &amp; coffee, 12 oz can","french,medium-dark roast,dark roast",4.8,206,walmart.com,https://i5.walmartimages.com/asr/9eb4d1e1-c5bd-4099-bcde-35d6f0ce17ea.718a1d6c59a04ada9e3cbad94f343da8.png?odnHeight=180&odnWidth=180&odnBg=ffffff,6.04,12 oz,340.2
"starbucks iced coffee premium coffee beverage, dark roast, 48 fl oz","iced coffee,dark roast",3.8,25,walmart.com,https://i5.walmartimages.com/asr/4cf7d613-f21a-4fa3-8fdb-7c8a3bb0b3db.5369662f443d4afe0a83354d1ffc042b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.28,not mentioned,340.2
"maxwell house the original roast instant coffee, 12 oz jar",instant coffee,4.5,414,walmart.com,https://i5.walmartimages.com/asr/94d1bd20-535f-491d-a394-2bcba85f606b.ee43756f492698d0ba74a1234892c6fb.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.53,12 oz,340.2
"starbucks caramel flavored coffee, k-cup coffee pods, naturally flavored, 22 ct","caramel flavored,caramel",4.4,851,walmart.com,https://i5.walmartimages.com/asr/f8a55482-c857-46d5-94f4-3ff2190263f7.2206190748cc4c97134d88be843e0483.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,15.72,22 c,623.7
starbucks frappuccino mocha iced coffee 13.7 oz glass bottle,"mocha,iced coffee",4.7,2788,walmart.com,https://i5.walmartimages.com/asr/8ff34e3e-44fa-4825-bbae-93f424043a8c.fac8fa2052d7c06f2fd1f0de843fdc69.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,3.28,13.7 oz,388.4
"dunkin' 100% colombian medium roast ground coffee, 11 ounce bag (pack of 6)","colombian,medium roast",4.7,97,smucker direct,https://i5.walmartimages.com/asr/281dcbcf-e855-4b32-9e5a-d15394b1d087.d0ade6b31437d5b22795c7098905d53c.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,49.99,11 ounce,311.8
"community coffee coffee and chicory medium roast ground coffee, 12 oz, bag",medium roast,4.8,599,walmart.com,https://i5.walmartimages.com/asr/f0456a2b-b222-4685-a871-22d7d504302a.7ba52c4d7b13f6ca1e1c47463104319d.png?odnHeight=180&odnWidth=180&odnBg=ffffff,8.6,12 oz,340.2
"starbucks unweetened premium iced coffee drink, 48 oz bottle",iced coffee,4.2,86,walmart.com,https://i5.walmartimages.com/asr/0a2c6f00-7913-44a7-812b-4532a7a20ee0.369189687a778da943c2899aa8c45e66.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.28,48 oz,1360.8
"great value donut shop 100% arabica medium roast ground coffee pods, 48 ct","arabica,medium roast",4.7,1782,walmart.com,https://i5.walmartimages.com/asr/68527ed7-9b11-4cb2-b561-058b3686292f.35bd4144806bfb8cd0a578a6e339bd52.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.87,48 c,1360.8
"nescaf clasico, dark roast instant coffee, 7 oz.","instant coffee,dark roast",4.7,588,walmart.com,https://i5.walmartimages.com/asr/a60e55c3-2ab6-41e9-a62b-8de32c0be6f7.37dcf529fafe5e9692373e54fb176931.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,6.32,not mentioned,1360.8
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,walmart.com,https://i5.walmartimages.com/asr/1fbbd523-8554-4a85-8107-2568a125a6d2.2395bc5a9e08e45dc51e62b268776b65.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.92,40.3-ounce,1142.5
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,walmart.com,https://i5.walmartimages.com/asr/99a53df0-0471-4b63-abe7-d6b8d314ebec_1.bbbb1a66318deade7f16115f60ac8725.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,3.76,10 oz,283.5
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,walmart.com,https://i5.walmartimages.com/asr/e6aba325-608e-4838-a29d-d63e965a4d85.60c763c73d203bef88f34a464124bcb9.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,9.97,25.9 ounce,734.3
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,walmart.com,https://i5.walmartimages.com/asr/a5be9586-b75d-4219-87d1-b29bf82884f9.5d9e86a8745c9187bb1285666576a6ac.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,9.92,42.5 oz,1204.9
"the original donut shop decaf k-cup coffee pods, medium roast, 24 count for keurig brewers",medium roast,4.6,674,walmart.com,https://i5.walmartimages.com/asr/6d7e3631-470c-458f-8cf0-a6a9c61fa696.e4954285171b846a89fc916e90d149c1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"death wish coffee, organic, fair-trade, dark roast single serve coffee pods, 18ct, box",dark roast,4.7,249,walmart.com,https://i5.walmartimages.com/asr/e2835c6c-dfde-4891-a386-c00aed8276fb.2d6b4aec0278c3557dc035cdf1578a1c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,17.97,18c,510.3
"dunkin french vanilla artificially flavored coffee, 22 k-cup pods",french,4.5,531,walmart.com,https://i5.walmartimages.com/asr/c8d44797-441b-48fb-9bf1-8c3bd605a2da.d942dd0883ce5dffd6494f4c4cc15568.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,17.92,not mentioned,510.3
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,walmart.com,https://i5.walmartimages.com/asr/289445c1-3b1e-45ca-a88c-6f09f04518ab.32aa5ce4a52345981cd15fdabf437d02.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,12.24,25.9-ounce,734.3
"dunkin' original blend k-cup pods, 22-count (packaging may vary)",,4.5,2323,walmart.com,https://i5.walmartimages.com/asr/3f8c1cc7-2fd5-4ea5-8614-eb687a2516d6.6a9f444a2d2ffebf3e4e008c643e5baf.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,17.92,22-coun,623.7
"great value entertainment collection variety pack medium roast coffee pods, 56 ct",medium roast,4.6,419,walmart.com,https://i5.walmartimages.com/asr/d8a4d056-26e7-415a-ba73-85fd422e796a.d97ab7e260172a9484168d861a9e6111.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,16.92,56 c,1587.6
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,walmart.com,https://i5.walmartimages.com/asr/8c6786c1-a461-4b3a-8f6c-74fef1f9670e.4a470d061fddfe4a7bc715d5be53f534.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.98,33.7ounce,955.4
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,walmart.com,https://i5.walmartimages.com/asr/5228bf9f-1a75-4d29-a349-d35cbca5d677.b778bf6329691dc97f738308d2b347d4.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,10.32,22.6ounce,640.7
"folgers 100% colombian coffee, medium roast, k-cup pods for keurig k-cup brewers, 24 count","colombian,medium roast",4.3,934,walmart.com,https://i5.walmartimages.com/asr/cf01957c-d7d4-4c4f-a1ae-ee09d4f07a36_1.9ff0c6ceb8eb4da6a2d490216ecbcc29.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"mccafe premium roast coffee k-cup coffee pods, medium roast, 60 count for keurig brewers",medium roast,4.7,2738,walmart.com,https://i5.walmartimages.com/asr/d2c17df5-2c0e-4ecc-a2f6-e52195a03fdf.c4e4ce48fdfb72acbbea30185928492d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,29.94,60 coun,1701
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,walmart.com,https://i5.walmartimages.com/asr/8c6786c1-a461-4b3a-8f6c-74fef1f9670e.4a470d061fddfe4a7bc715d5be53f534.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,13.98,33.7ounce,955.4
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,walmart.com,https://i5.walmartimages.com/asr/5228bf9f-1a75-4d29-a349-d35cbca5d677.b778bf6329691dc97f738308d2b347d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,10.32,22.6ounce,640.7
"maxwell house original roast ground coffee k-cup pods, caffeinated, 24 ct - 8.3 oz box",,4.4,860,walmart.com,https://i5.walmartimages.com/asr/c0259e28-e396-42ac-99b1-3c1ef401b2a2.4d4af9b13d744115a23939787626b18c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 c,680.4
"green mountain coffee roasters dark magic coffee, keurig single-serve k-cup pods, dark roast, 24 count",dark roast,4.6,2266,walmart.com,https://i5.walmartimages.com/asr/fbe7aced-9a78-4324-8c27-a5b858db4de9.c5ba8e4dba6261e2b26110fb08519d8b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,14.92,24 coun,680.4
"green mountain coffee roasters breakfast blend single-serve keurig k-cup pods, light roast coffee, 48 count",light roast,4.6,2789,walmart.com,https://i5.walmartimages.com/asr/22145f1f-0a12-46ab-89b5-04d15efcc2c2.5db11146d8bf74688b4600cbfb0c4826.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,26.72,48 coun,1360.8
"green mountain coffee roasters half caff coffee, keurig single-serve k-cup pods, medium roast, 24 count",medium roast,4.6,1387,walmart.com,https://i5.walmartimages.com/asr/79cd5dc2-711f-47df-a81a-7bd22f82df62.552c945bb50ed84b879f00cc8aeff070.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,walmart.com,https://i5.walmartimages.com/asr/6c3ab95d-29a5-4aba-ab04-04289d807a97.bcd461b5ec19616054f454cfd9eb281f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,0,12 oz,340.2
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,walmart.com,https://i5.walmartimages.com/asr/fdd043ee-6ced-43d6-ac35-d35cb552a580.60e2bce050564a22597a25f49c9af901.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.98,33.7 ounce,955.4
"folgers caramel drizzle flavored ground coffee, k-cup pods, 24-count",caramel,4.6,410,walmart.com,https://i5.walmartimages.com/asr/ce317dfc-0996-4ddf-be43-6816a051b0b5.3df28c88751b80225d451e099080c7e5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24-coun,680.4
"dunkin' original blend k-cup pods for keurig k-cup brewers, medium roast coffee, 44-count (packaging may vary)",medium roast,4.5,2076,walmart.com,https://i5.walmartimages.com/asr/92b2c604-d10e-4a6b-ab6f-12440154c8a1.f208e776a84a6e27f567f30aae12d81e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,32.48,44-coun,1247.4
"dunkin decaf medium roast coffee, 22 k-cup pods for keurig coffee makers",medium roast,4.4,778,walmart.com,https://i5.walmartimages.com/asr/e92562e2-9adf-46d0-91c4-0ef89d71754d.c916a249ed5e9bdf101ab3a5f2c36a21.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,17.92,not mentioned,1247.4
"green mountain coffee hazelnut flavored k-cup pods, light roast, 24 count for keurig brewers",light roast,4.3,683,walmart.com,https://i5.walmartimages.com/asr/1c9e7f76-d726-4780-8142-7b7b1de8f76e.0bf472570eab26e6a7f51c98ecefe487.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"green mountain coffee roasters dark magic keurig single-serve k-cup pods, dark roast coffee, 48 count",dark roast,4.6,2516,walmart.com,https://i5.walmartimages.com/asr/9b15ba89-cbbe-4365-99ce-c1d8617ebcf9.0ff26e5891bf8a1ca4b539072bd0eff7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,26.72,48 coun,1360.8
"great value classic roast ground coffee pods, 0.31 oz, 48 count",classic roast,3.8,33,walmart.com,https://i5.walmartimages.com/asr/72be1c6e-35db-471a-9112-3f98725c6743.e47a3506b44194083357ff26fa331f80.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,13.72,0.31 oz,8.8
"green mountain coffee decaf breakfast blend k-cup pods, light roast, 24 count for keurig brewers",light roast,4.6,1054,walmart.com,https://i5.walmartimages.com/asr/788ee9d4-bf7d-4573-b2a6-4e5453f220cf.07de320b0748d4f420a1a9ad16667a62.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,14.92,24 coun,680.4
"starbucks espresso roast, ground coffee, dark roast, 18 oz","espresso,espresso roast,dark roast",4.6,1286,walmart.com,https://i5.walmartimages.com/asr/b533f804-2d9b-4a7f-b7d7-724cc35259c1.39b7d89ef03ac878eabc5dca901e9d67.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,12.48,18 oz,510.3
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,walmart.com,https://i5.walmartimages.com/asr/2854fc03-b6c6-490b-890c-f61342738bc2.8d27d69d750d6014c3138629f189285b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,17.92,30-ounce,850.5
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,walmart.com,https://i5.walmartimages.com/asr/289445c1-3b1e-45ca-a88c-6f09f04518ab.32aa5ce4a52345981cd15fdabf437d02.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,12.24,25.9-ounce,734.3
"starbucks cold brew coffee, signature black, multi-serve concentrate, 32 oz",cold brew coffee,4.5,251,walmart.com,https://i5.walmartimages.com/asr/e8a03e5f-c811-438c-8fcc-8a7eaf795171_1.e9f5296c275a9696b8970e36520b1850.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.98,32 oz,907.2
"starbucks decaf house blend, medium roast k-cup coffee pods, 100% arabica, 22 ct","arabica,medium roast",4.6,799,walmart.com,https://i5.walmartimages.com/asr/5a008b63-46da-4cb4-9fbb-b6b2a8270cbe.0a06ab8dd0413730d52cd96a798f8b95.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,15.72,22 c,623.7
"folgers vanilla biscotti flavored ground coffee, k-cup pods, 24-count",,4.5,1164,walmart.com,https://i5.walmartimages.com/asr/5428f5ff-551f-4327-9489-297a4c93f3eb_1.201f9a5a57256947964698ff21c2ae2e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24-coun,680.4
"great value extra caff medium-dark roast coffee pods, 12 ct","medium-dark roast,dark roast",4.7,299,walmart.com,https://i5.walmartimages.com/asr/857ffdf1-029d-4d5c-9654-d39ac003e504.09ba2ed3883d6fd62371ab02329d0741.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.32,12 c,340.2
"gevalia cappuccino k cup espresso coffee pods &amp; cappuccino froth packets, 12 ct box","espresso,cappuccino,espresso coffee",4.8,479,walmart.com,https://i5.walmartimages.com/asr/c2d3d3f9-125f-43df-b4cb-b4acf2314378.cc2d848463af2a478fac8b7fe3600eef.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,13.66,12 c,340.2
"starbucks doubleshot energy vanilla coffee energy drink, 15 oz can",,4.6,321,walmart.com,https://i5.walmartimages.com/asr/6b249442-b28b-41dc-9ad7-be7b4cb75cf7.a1096460f9b1b6115822b995caf4c947.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,2.98,15 oz,425.2
"maxwell house light roast breakfast blend coffee k-cup pods, 24 ct box",light roast,4.6,136,walmart.com,https://i5.walmartimages.com/asr/3a383138-244f-4bcd-a1c7-fd9dda4101aa.bb687879ebe54165c780d7ef27404482.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 c,680.4
"maxwell house original roast ground coffee k-cups, 48 ct box",,4.4,860,walmart.com,https://i5.walmartimages.com/asr/93484e7d-d3e0-4365-9e92-c160f8be9790.55501570b990b159fc8b7d8731674a40.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,26.72,48 c,1360.8
"gevalia dark gold roast bold dark roast ground coffee, 12 oz. bag",dark roast,4.7,123,walmart.com,https://i5.walmartimages.com/asr/d2ca8f57-330d-46cd-9b00-8b8357d983f7.3272287d6fd95031789bf211b45e2fc2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,12.75,12 oz,340.2
"starbucks sumatra, ground coffee, dark roast, 18 oz",dark roast,4.7,765,classy store llc,https://i5.walmartimages.com/asr/7e57c51e-0ed0-4a27-9c19-e3ef01395de5.9e838a8d8903b1d2c7a2ed5e9e2aea41.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,21.41,18 oz,510.3
"seattle's best coffee 6th avenue bistro dark roast ground coffee, 12 oz",dark roast,4.7,308,walmart.com,https://i5.walmartimages.com/asr/05515492-1e01-4617-ad64-93978a842b95_1.f31e91bf0f1287053cd26b418ebab0ff.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,6.58,12 oz,340.2
"mccafe premium roast coffee k-cup coffee pods, medium roast, 48 count for keurig brewers",medium roast,4.7,2738,walmart.com,https://i5.walmartimages.com/asr/cc7b0954-2c23-4afc-ac04-62343263fcdd.a1f235be436af8790e390d0cca1549ac.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,26.72,48 coun,1360.8
"seattle's best coffee toasted hazelnut flavored medium roast, ground coffee, 12 oz",medium roast,4.7,348,walmart.com,https://i5.walmartimages.com/asr/573fe7b8-6fc8-41e3-9823-a8ab2db4dbbf_1.04f9b89c4d16a76f4260b46bb0ed6d77.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.27,12 oz,340.2
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,walmart.com,https://i5.walmartimages.com/asr/fdd043ee-6ced-43d6-ac35-d35cb552a580.60e2bce050564a22597a25f49c9af901.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,13.98,33.7 ounce,955.4
xhao reusable capsules easy to clean easy to use 304 stainless steel stainless steel reusable capsules for coffee,,0,0,joybuy selection,https://i5.walmartimages.com/asr/5aa587bd-9757-4519-a8b5-96815110f0aa.d9fb3e4f09f930746533117d4fa74ec4.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.89,not mentioned,955.4
"folgers classic roast ground coffee, medium roast, 9.6-ounce","medium roast,classic roast",4.4,735,overstock drugstore,https://i5.walmartimages.com/asr/2574051a-8773-4c34-b507-77a7b51c6fef.9b068bf7671c32cb7b7b202fd70e534e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,18.07,9.6-ounce,272.2
starbucks iced coffee premium coffee beverage unsweetened blonde roast 48 fl oz bottle,"iced coffee,blonde roast",4.6,33,walmart.com,https://i5.walmartimages.com/asr/c1be8242-4e0a-40c2-b9ce-337db346046e_1.9a884ff321008c6de28de4b2e4f0b5da.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.28,not mentioned,272.2
"starbucks frappuccino mocha chilled coffee drink, 9.5 oz glass bottles, 12 count",mocha,3.4,24,walmart.com,https://i5.walmartimages.com/asr/30eddedb-d103-497d-b82e-afbbeb9ccc88.86aafdd066d7351a00680b579c16aea4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,20.98,9.5 oz,269.3
"keurig famous favorites coffee variety pack, single serve k-cup pods, 24 count",,4.9,22,walmart.com,https://i5.walmartimages.com/asr/46cd7657-78e4-43de-a382-5d0be22e7af4.b14945068f59cecd961be0d7ba24f289.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,walmart.com,https://i5.walmartimages.com/asr/1fbbd523-8554-4a85-8107-2568a125a6d2.2395bc5a9e08e45dc51e62b268776b65.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.92,40.3-ounce,1142.5
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,walmart.com,https://i5.walmartimages.com/asr/99a53df0-0471-4b63-abe7-d6b8d314ebec_1.bbbb1a66318deade7f16115f60ac8725.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,3.76,10 oz,283.5
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,walmart.com,https://i5.walmartimages.com/asr/e6aba325-608e-4838-a29d-d63e965a4d85.60c763c73d203bef88f34a464124bcb9.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,9.97,25.9 ounce,734.3
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,walmart.com,https://i5.walmartimages.com/asr/a5be9586-b75d-4219-87d1-b29bf82884f9.5d9e86a8745c9187bb1285666576a6ac.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,9.92,42.5 oz,1204.9
"green mountain coffee roasters french vanilla coffee, keurig single-serve k-cup pods, light roast, 24 count","french,light roast",4.5,1011,walmart.com,https://i5.walmartimages.com/asr/78e84574-a306-46c6-98eb-ef658176a04f.f4e2dad39d8906219100486e156470c2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"community coffee breakfast blend medium roast keurig coffee pods, 24 ct",medium roast,4.8,184,j&j solutions  llc,https://i5.walmartimages.com/asr/2b1a83c8-278a-4532-8409-1908b826fc37.18ae93695b54978f6a3ca0bbde5a6ec0.png?odnHeight=180&odnWidth=180&odnBg=ffffff,29.14,24 c,680.4
"dunkin' french vanilla flavored ground coffee, 20-ounce (packaging may vary)",french,4.7,244,walmart.com,https://i5.walmartimages.com/asr/0232c22e-7b2f-423f-98eb-ae634dc376f8.b394c3289aa0eea81139d62ea28b5fa6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,13.92,20-ounce,567
"the original donut shop dark coffee, keurig single-serve k-cup pods, dark roast, 24 count",dark roast,4.6,394,walmart.com,https://i5.walmartimages.com/asr/5a1a6e7f-453b-4ee7-b2af-190d200f582d.452d3e84ad477b0fdecbbccd94ba88d3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"seattle's best coffee decaf portside blend medium roast ground coffee, 12 oz",medium roast,4.7,321,walmart.com,https://i5.walmartimages.com/asr/8a7e3e40-175c-4e6f-8540-6edaada506c0_1.65e19ba05034f033eb34028af5953422.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,7.97,12 oz,340.2
"newman's own organics special blend keurig single-serve k-cup pods, medium roast coffee, 24 count",medium roast,4.4,1504,walmart.com,https://i5.walmartimages.com/asr/762b344d-550c-40ef-9f9c-23eb4ce723b3.99f5407982bbdd3157f165036e8fd083.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,14.92,24 coun,680.4
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,walmart.com,https://i5.walmartimages.com/asr/8c6786c1-a461-4b3a-8f6c-74fef1f9670e.4a470d061fddfe4a7bc715d5be53f534.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.98,33.7ounce,955.4
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,walmart.com,https://i5.walmartimages.com/asr/5228bf9f-1a75-4d29-a349-d35cbca5d677.b778bf6329691dc97f738308d2b347d4.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,10.32,22.6ounce,640.7
"folgers lively colombian decaf, medium-dark roast coffee, k-cup pods, 24-count","colombian,medium-dark roast,dark roast",4.6,714,walmart.com,https://i5.walmartimages.com/asr/da85fba4-3f77-4d8c-b90e-42e62281afde_1.f6d3da2e2c7e32250b02163f359ce5f0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24-coun,680.4
"starbucks caff verona, ground coffee, dark roast, 18 oz",dark roast,4.7,828,walmart.com,https://i5.walmartimages.com/asr/18242113-9706-4263-9420-ae2cf4e55fdd.5712b964a435614f407c513821d59f0c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,12.48,18 oz,510.3
"the original donut shop duos nutty + caramel keurig single-serve k-cup pods, medium roast coffee, 24 count","caramel,medium roast",4.7,692,walmart.com,https://i5.walmartimages.com/asr/ede14fb7-517d-4861-87e9-a276d22f6136.49f85239eb2ff52fb0cc0102d0054ffb.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"gevalia colombian coffee k-cup pods, 24 ct box",colombian,4.7,882,walmart.com,https://i5.walmartimages.com/asr/af83d578-c009-4862-acfe-4586854fb20c.820489a2b85a96f6cd24f2c9adfb4d61.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 c,680.4
"mccafe colombian k-cup coffee pods, medium-dark roast, 24 count for keurig brewers","colombian,medium-dark roast,dark roast",4.6,346,walmart.com,https://i5.walmartimages.com/asr/4ab3c436-7753-4402-b2dc-b979b7d5d870.c9f4f8af6e2c376614a2f872044a6310.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24 coun,680.4
"folgers black silk dark roast coffee, 60 keurig k-cup pods",dark roast,4.8,223,walmart.com,https://i5.walmartimages.com/asr/38e86939-41ad-4fec-a9ce-4a7edb43b579.aa3dc69c9aa38aaac5590bebb921749c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,29.94,not mentioned,680.4
"starbucks fall blend, medium roast k-cup coffee pods, 100% arabica, naturally flavored, 22 ct","arabica,medium roast",4.5,415,walmart.com,https://i5.walmartimages.com/asr/a3ab48b5-36ef-4695-9afc-23fc3c5071f1.2bcd05b19f6325eca2b997345c034357.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,15.72,22 c,623.7
"great value organic arabica half caff medium roast ground coffee pods, 12 ct","arabica,medium roast",4.6,292,walmart.com,https://i5.walmartimages.com/asr/618e6aeb-df42-4030-9433-71d1da925e26.a3d7e91ae6e7a186dfe067e7a17940d7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.32,12 c,340.2
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,walmart.com,https://i5.walmartimages.com/asr/6c3ab95d-29a5-4aba-ab04-04289d807a97.bcd461b5ec19616054f454cfd9eb281f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,7.96,12 oz,340.2
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,walmart.com,https://i5.walmartimages.com/asr/fdd043ee-6ced-43d6-ac35-d35cb552a580.60e2bce050564a22597a25f49c9af901.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.98,33.7 ounce,955.4
